,Position,Undermining,Open,Knight Outposts,Square Vacancy,Bishop vs Knight,Re-Capturing,Offer of Simplification,Advancement of f/g/h Pawns,Advancement of a/b/c Pawns,Simplification,Activity of the King,Center Control,Pawn Play in the Center,Queens and Rooks to the 7th Rank,Avoid Pointless Exchange
"""STS(v10.0) Simplification.008""",1kr5/3n2p1/q2rpn1p/p7/Ppp2P2/5BP1/1PQ2B1P/2RR2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.009""",1nr2qk1/pb1r1p1p/1b4pP/1p1Bp1B1/4P1Q1/2NR4/P1R2PP1/6K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.010""",1qr3k1/p3bppp/4pn2/1B2n3/N7/P3P2P/1P2QPP1/2R1B2K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.011""",1r1q1n2/2p2ppk/p2p3p/P1b1p3/2P1P3/3P1N1P/1R1B1PP1/1Q4K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.012""",1r1qr1k1/2Q1bp1p/2n3p1/2PN4/4B3/2N3P1/5P1P/5RK1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.013""",1r1r2k1/6pp/1b2p2q/3b1p2/1BB1n3/P3PN1P/2Q2PP1/2R2RK1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.014""",1r1r3k/1qpn1pbp/p1n3pB/P2bp3/BpN3Q1/3P3P/1PPN1PP1/R3R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.015""",1r2k2r/pp1npp2/2n3p1/7p/3bP3/P3BB1P/1P3PP1/1R1R1NK1 b k -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.016""",1r3r2/3q2kp/p2p1pp1/2pPp3/4Pn2/P2P1N1P/2Q2PP1/1R2R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.017""",1r3rk1/pp3pp1/1np4p/2Nn2bq/3P3N/P2Q2PP/1P1BRP2/4R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.018""",1r4k1/1q2r2p/1n4pQ/2pp1pN1/7P/P5P1/1P3P2/3RR1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.019""",1r4k1/5ppp/1p3n2/5n2/NP1r4/1B3P2/1P4PP/3RR2K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.020""",1r4k1/p1rn1ppp/2p1p1b1/N1PpP3/3P1P2/1R4P1/P6P/R4BK1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.021""",1r4r1/4kp1p/3p1p1b/2q1pP2/Bn2P3/2N5/1PPNQ1PP/1K1R4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.022""",1r4rk/2q1b2p/pN6/P1p1Pp2/3n1p2/5N2/5QPP/R4RK1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.023""",1r6/1R2bk2/P3p1pp/4Pp2/1r1P3P/1N2B1P1/5PK1/8 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.024""",1r6/3n4/p2b3p/2nN1kpP/1BP1p3/3rP3/3NKP2/1R1R4 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.025""",1r6/8/p2b3p/2nN1kpP/2P1p3/3rP3/3NKP2/1R1R4 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.026""",1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.027""",2br1rk1/2q3p1/1pp1p2p/p1n1b3/2BNN1Q1/4P3/PP3PP1/2RR3K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.028""",2br2k1/r5p1/4p3/5p2/8/pP3B2/1q2RPPP/Q3R1K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.029""",2brr1k1/2q1bpp1/pNnpp2p/P1p5/1P2PP2/2P1B1P1/4Q1BP/R2R2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.030""",2r1n1k1/5ppp/1prp4/p3p1q1/2b1P3/P1B1QB1P/1PPR1PPK/R7 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.031""",2r1r1k1/1p1q1bbp/pn3pp1/n2p4/3P1B1P/2NB1N2/PPQ1RPP1/4R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.032""",2r1r1k1/2qbppbp/pp1p2p1/n2P4/P1P4P/1P3N2/1BQ1BPP1/R2R2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.033""",2r2nk1/pp3p2/5qpb/4p1Np/P3P2P/1P2B1P1/2r2P2/2RRQ1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.034""",2r2r1k/1p1q2b1/pQn1b1pp/4pp2/B3P3/1P3N1P/P1RB1PP1/R5K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.035""",2r3k1/4qpp1/4p2p/1P1bP3/4pPP1/4Q3/4B2P/2R3K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.036""",2r3k1/pp3pp1/4q2p/4p3/bB2Pn2/P4P2/1P1Q2PP/2R2BK1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.037""",2r5/4q1kp/1nB2pp1/p3p3/Pb2Q3/4P3/1B1r1PPP/1R1R2K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.038""",2rk1br1/4np1p/p2pb3/1p1Npp2/P3P3/2PB2Pq/1PN2P1P/R2Q1R1K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.039""",2rnq2k/pb3pp1/1p5p/3B4/1P3Q2/P4N1P/2R2PP1/6K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.040""",2rq1r1k/3n2pp/1p2p3/1P1b2bn/p1BP4/P4NP1/1B1NQP2/2R1R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.041""",2rq1rk1/1p2bpp1/4p3/pP1pP1np/P2P4/R3BP2/3Q2PP/1NR3K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.042""",2rr1bk1/3qnppp/pp6/3p4/2PP2Q1/PP5P/1B1N2P1/2R2R1K b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.043""",2rr2k1/p4pp1/1p2pn1p/3b1P2/1qNP4/1P1B4/P2Q2PP/2RR2K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.044""",3b4/2q2pkp/p2p1np1/1b1Pp1B1/1pN1P3/1P5P/P1Q2PP1/5NK1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.045""",3n1r2/2r4p/p2bp2k/1p1p2pP/1P1P4/P1R1B1Pq/4QP2/1B2R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.046""",3q4/pp2b1k1/2r5/4p2p/P1RpN3/1P3PP1/1Q2P1K1/8 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.047""",3r1k2/p4ppp/1r2p3/n1p1P3/5P1P/P1PBK1P1/8/1R3R2 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.048""",3r1q1k/Q2R1bpp/3b1r2/2p2p2/2N2P2/1Pp3P1/5PBP/4R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.049""",3r1rk1/4b1p1/p3p3/4pbPp/2R4P/1PN5/PB3P2/3R2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.050""",3r2k1/1b1rnp1p/p2qpbp1/1pR5/1P1PB2P/P3BN2/4QPP1/3R2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.051""",3r4/5pk1/4rqp1/p2p4/Pb1Q3p/1Pp1P2P/2R1BPP1/3R2K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.052""",3rkb2/1p4rp/p4p2/2p2B2/2N1Pp2/3R2P1/PPP2P1P/6K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.053""",3rr1k1/6p1/pb1p3p/1p1RnBqP/4PQN1/2P5/PP6/1K3R2 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.054""",4qbk1/r1p1nbpp/1p3p2/1Q6/P2P4/2BN1BP1/5P1P/2R3K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.055""",4r1k1/1p2qp1p/2p1n1pB/p3p3/P3P1B1/2N2Q1P/2P2PP1/6K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.056""",4r1k1/1p5p/1r4p1/2pq1p2/P4P2/3P2Q1/1bP3RP/4R1BK b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.057""",4r1k1/2r1bp2/1p4p1/3BP2p/nP5P/5K2/1B1R1P2/2R5 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.058""",4r1k1/2r2ppp/2nq1n2/1BbppP2/Q7/2P1BN1P/5PP1/RR4K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.059""",4r2k/p1r1b1pp/1p1pqn2/4p3/1PP4B/P4B1P/4QPP1/2RR2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.060""",4r2k/p2n1pp1/4p2p/1q1r3P/2pR1BP1/P1P1R3/1P2QP2/2K5 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.061""",4r3/1pn3k1/4p1b1/p1Pp3r/3P2NR/1P3B2/3K2P1/4R3 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.062""",4rrk1/2pb3p/p7/1ppPq3/2P1P1pP/2N5/PP2Q2P/4RR1K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.063""",5B1k/p6p/1p2q1r1/2p1P1p1/3b1n2/PQ3R2/1P4P1/K2R4 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.064""",5k2/4pp2/1N2n1pp/r3P3/P5PP/2rR1K2/P7/3R4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.065""",5qk1/1p1rbrpp/pP3p2/P1pbp3/1n6/BN1P2P1/1Q2PPBP/R1R3K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.066""",5rk1/8/3p3p/p1qP2p1/Rrb1P3/3p1P2/1P1Q1RP1/3N2K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.067""",6k1/1r3pp1/4b2p/p2pP2P/1r1R1Q2/1Pq1N3/2P3P1/3R3K b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.068""",6k1/3q2b1/p1rrnpp1/P3p3/4P3/1pBR3Q/1P4PP/1B1R3K b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.069""",6k1/3qbppp/5n2/PQpPp3/4P3/5PP1/1P4KP/2B5 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.070""",6k1/5p2/1q1bp1p1/1Pp1B2p/2Pn3P/6P1/1Q2BP2/6K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.071""",6r1/4pp1k/3p3p/2qP1Pb1/r3P1PB/1R5K/4Q3/1R6 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.072""",7r/2r1kp2/3pp2p/p3q1p1/4B3/P5P1/1Q1B1P1P/4R1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.073""",8/1p1bkq2/p2pp1n1/P1b1p1P1/4P1QN/1KNB4/1PP5/8 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.074""",8/3n1nk1/q2b4/3p2p1/2pPp3/2P1P3/1Q4PN/3BB1K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.075""",8/p1r4p/1p1qnkpP/3Ppp2/8/P2Q2P1/BP3P2/2R3K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.076""",8/r4p2/P1ppk3/2p4p/1rPb1BqP/RR1PpQP1/4P1K1/8 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.077""",br2r1k1/5p1p/p7/nq4Pp/p3P3/P1PQ4/1P2R1B1/K1BR4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.078""",br3rk1/p2q1pp1/3p1n1p/2p1p3/2PnP3/P1BP1NP1/1R1Q1PBP/1R4K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.079""",q3b3/4Bpkp/6p1/3Pp3/r3r3/1Q5P/R4PP1/R5K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.080""",qr3nk1/r4p1p/2p1p1pP/p1PpPbP1/3P1P2/QR2R3/P2NB2K/8 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.081""",qr4k1/3b1pp1/4p2p/n2pP3/n1pP4/Q1P2NP1/3N1P1P/1R3BK1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.082""",R1b2b2/2kp1p1p/B2npp2/2p5/4P1r1/6P1/3N1P1P/3K3R w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.083""",r1b2rk1/1p2bpp1/5n2/1Q2pq2/2P1N3/p3B1Pp/P2RPP1P/3R2KB w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.084""",r1bq4/3n1pkp/2pRr1p1/8/nPP1PP2/6PP/2Q1N1B1/1R4K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.085""",r1r1bnk1/5pp1/p2pp3/2q1n1P1/3QP2P/1PN4B/2P1NR1K/3R4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.086""",r2qr1k1/2p2pp1/3p1n2/3P1n1p/1Q3P2/1B5P/PP4PB/2R1R2K w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.087""",r2r2k1/1b1nqpp1/pp5p/2pNP3/P3Q3/5N2/1P3PPP/2RR2K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.088""",r2r2k1/4qp2/p5p1/2p4p/5P2/3RP1K1/PPQ4P/3R4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.089""",r3r1k1/2qn3p/1p2ppp1/3b4/p1PP1P2/4QN2/R5PP/1R3BK1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.090""",r3r1k1/5pbp/4bpp1/pp2q3/4P1PP/P1NR2Q1/1PP1B3/2KR4 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.091""",r3r1k1/6p1/p2p1qp1/1p1P3p/4P1bP/P2Q3B/1PP5/1K2R2R b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.092""",r3r3/p5bk/2pq1ppp/1p1b4/3P4/P2N1N2/1P3PPP/2RQR1K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.093""",r3rbk1/p1qn1p1p/2p1n1p1/Pp2p1B1/1P2P3/2N1Q3/2PN1PPP/1R2R1K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.094""",r4r1k/1bq1bppp/p2p4/1p1Nn3/4PR2/PN1B3Q/1PP3PP/R5K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.095""",r4rk1/1p2bppp/p3bn2/8/Pq1BP3/1BN1Q3/1PP3PP/R3K2R w KQ -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.096""",r4rk1/pp1qppbp/2n3p1/3b4/3PB2B/2P5/3N1PPP/1R1QR1K1 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.097""",r4rk1/pp5p/2pp2pb/2n1nq2/2P2P2/2N1B3/PP2B1PP/2RQR1K1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.098""",r4rk1/pppb3p/8/2pPqp2/2P1P1nP/1QN4B/PP5P/4RRK1 w - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.099""",r5k1/5p2/7p/5qP1/1P1QR3/5P2/r4RK1/8 b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v10.0) Simplification.100""",rr4k1/p2nBpp1/q1p1pn1p/7P/2pPN3/P1P5/1PQ2PP1/2KR3R b - -,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""STS(v11.0) King Activity.001""",1k2r3/1p1bP3/2p2p1Q/Ppb5/4Rp1P/2q2N1P/5PB1/6K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.002""",1k2r3/p7/Pp1pP1p1/4p2p/2r4P/5P1B/4RB1K/8 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.003""",1k5r/6p1/p2b4/7p/2r1p2P/R1B1P3/6P1/2R3K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.004""",1n5k/3r2p1/2p1qp1p/3p1N1P/1P1P1rP1/p1R5/P7/1KRQ4 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.005""",1r2r3/1p1b3k/2p2n2/p1Pp4/P2N1PpP/1R2p3/1P2P1BP/3R2K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.006""",1r2rqk1/8/bn1p3p/B1p2p2/p1PnpP2/P3R2Q/1P3NPP/2R2BK1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.007""",1R3bk1/7p/6p1/8/1pN3P1/8/r4P1P/6K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.008""",1r3k2/2N2pp1/1pR2n1p/4p3/8/1P1K1P2/P5PP/8 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.009""",1r3k2/3n1p2/6pN/2p1PP2/p2q4/Pr1p2P1/1P1R1R1P/3Q2K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.010""",2b4r/1p1k4/1pnbppp1/r2p3p/2pP1P1P/2P2NPB/PPN2P2/R3R1K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.011""",2k2r1r/1b4p1/1nq1p3/1p5p/5P2/1Pp1B1KP/2B1QRP1/R7 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.012""",2k3r1/1b2bp2/2p2n2/pp2p1Bp/2p1P2P/P2n1B2/1P1RN1P1/5K1R b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.013""",2kr1b1r/1bq2pp1/p3pn2/7p/1ppPN2P/4PQ2/PPBB1PP1/R1R3K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.014""",2kr3r/p3p3/1pn2pp1/1R5p/4P2P/2P1BPP1/P3K3/7R b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.015""",2q2r2/3bbpkp/r2p4/p1pPp1P1/PpP1P2P/1P3QK1/4RN2/2B3R1 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.016""",2r1b3/p3kpp1/7p/3P4/7P/2p1KPP1/P7/1BR5 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.017""",2r1k2r/1q1bbp2/p4p2/1p2pP1p/8/1N1B2Q1/PPP3PP/1K1RR3 b k -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.018""",2r1r3/1k1b1p2/1p4p1/p3n3/2PRP2p/PP1NK2P/2R3B1/8 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.019""",2r2bk1/1Q3ppp/p6r/P2BP2q/5Pb1/1P1RR1P1/3B4/6K1 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.020""",2r2k2/4pp2/pp6/2pPn3/4PN1p/1P5P/P4P2/2R2K2 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.021""",2r2k2/p4pp1/b3n2p/8/1pp1P2P/4NPP1/PPB3K1/3R4 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.022""",2r3k1/1q6/4p3/p2p2bp/P2P1n2/2P1NP2/1PB4B/1R2R1K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.023""",2r3k1/2r1b3/p3p2p/3n2p1/2N1KP2/P2N2PP/2R5/2R5 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.024""",2rb2k1/1p1q3p/1P2b1p1/1N3p2/3B4/4PP1P/1Q4P1/R5K1 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.025""",2rk4/1Rp5/1bBp1r2/4p2p/8/6P1/P1P2P1P/5RK1 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.026""",3b4/3k1p2/4p1p1/p1rpP1Pp/R4P2/1P3K2/P2B1P2/8 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.027""",3b4/5p2/2k1p1p1/p1rpP1Pp/R4P2/1P6/P2BKP2/8 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.028""",3k1b1r/pp3p1p/5P2/3Bn3/8/2N5/PP5P/2K4R b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.029""",3q1rk1/5p2/1pQ1p1p1/p2p4/P2P2P1/1P2P3/6RP/6K1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.030""",3q4/p2r1k2/1p1b2nP/1Pp5/2P1Q3/1P2B3/3R1K2/8 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.031""",3r1k2/4qp1p/6p1/p3p1P1/P2nQ2P/1B1R4/5PK1/8 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.032""",3r1k2/p4pp1/2n1p2p/1NPr4/P7/6P1/5P1P/2R1RK2 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.033""",3r1r2/p3bpp1/1p2p1k1/4P2p/2P2P2/5K1P/PP3B2/3R1R2 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.034""",3r1r2/p3bppk/1p2p2p/4P3/2P2P2/8/PP3BKP/3R1R2 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.035""",3r2k1/1p4p1/p2P3p/1pPN4/1K4b1/8/2R4P/8 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.036""",3r2k1/1rq2p2/2bp2pP/p3p2n/4P3/1BN2P2/1PP5/R2RQK2 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.037""",3r2k1/2p2ppp/8/P1b1N3/8/1Bn1nP2/5B1P/4K2R b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.038""",3r2k1/4pp1p/2q3p1/8/1P6/r1P2P2/P3Q1PP/RKR5 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.039""",3r3r/ppk2pb1/4bn1p/3p2p1/3N4/2NR1BP1/PPP1P2P/5RK1 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.040""",3r4/6p1/5kBp/7P/6P1/4BP2/1p2K3/8 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.041""",3R4/6pk/p4p1p/1r1p3P/2pP4/2P1PN2/4bPP1/6K1 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.042""",3r4/p3k3/1p2bpp1/2p5/2P2q2/2Q2N2/PP4PP/4R2K w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.043""",3rbk2/4pp1p/6p1/3PP3/p1PnN1P1/Nn5P/5PBK/1R6 w - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""STS(v11.0) King Activity.044""",3rbk2/5p1p/1p2p3/pP1nr1p1/P2RN1P1/3BP3/3K3P/3R4 b - -,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
